timestamp,iterations,solutions,solver_checks,solver_time
1675812761.1304379,591,589,2948,95712.81350374222
1675812848.0871143,592,590,2950,95799.7516515255
1675812888.6239738,593,591,2951,95840.27277374268
1675812932.7338102,594,592,2952,95884.37364339828
1675812971.8631783,595,593,2953,95923.48811125755
1675813009.5400348,596,594,2954,95961.15114617348
1675813065.7345057,597,595,2955,96017.33717942238
1675813116.014286,598,596,2956,96067.60345983505
1675813157.6971886,599,597,2957,96109.27287697792
1675813196.6922047,600,598,2961,96148.2523753643
1675813232.848697,601,599,2962,96184.39829230309
1675813281.6806533,602,600,2974,96233.20937037468
1675813356.158684,603,601,2975,96307.67232656479
1675813407.2751195,604,602,2982,96358.7702960968
1675813474.9460065,605,603,2983,96426.42617297173
1675813504.2415175,606,604,2995,96455.70045733452
1675813577.871724,607,605,2996,96529.31683707237
1675813645.3639874,608,606,3003,96596.79009580612
1675813697.6436288,609,607,3004,96649.05439352989
1675813770.446613,610,608,3016,96721.83571529388
1675813826.7406013,611,609,3017,96778.11488723755
1675813870.1934192,612,610,3024,96821.54937434196
1675813902.0235095,613,611,3025,96853.36482429504
1675813953.14355,614,612,3037,96904.46817851067
1675813992.6667485,615,613,3038,96943.97641777992
1675814067.352332,616,614,3045,97018.64305949211
1675814130.2324028,617,615,3046,97081.50787258148
1675814180.774383,618,616,3058,97132.02804589272
1675814228.1517973,619,617,3059,97179.39053273201
1675814311.3264103,620,618,3067,97262.54627609253
1675814340.1466153,621,619,3068,97291.35199570656
1675814613.5002713,622,620,3078,97564.68812084198
1675814643.4666378,623,621,3079,97594.6387758255
1675814683.6702347,624,622,3084,97634.81731891632
1675814741.2510111,625,623,3085,97692.3879122734
1675814794.7371154,626,624,3095,97745.85534262657
1675814832.7546046,627,625,3096,97783.85897803307
1675814905.2402823,628,626,3101,97856.32513046265
1675814968.932983,629,627,3102,97920.00323200226
1675815002.2268124,630,628,3112,97953.27484250069
1675815059.5208771,631,629,3113,98010.55390906334
1675815100.0175383,632,630,3118,98051.02949213982
1675815166.829112,633,631,3119,98117.83150148392
1675815218.222978,634,632,3129,98169.1996512413
1675815288.8311813,635,633,3130,98239.79709863663
1675815339.8004296,636,634,3132,98290.74877023697
1675815371.3392968,637,635,3133,98322.27579951286
1675815419.7685575,638,636,3134,98370.69090080261
1675815453.000691,639,637,3135,98403.9080312252
1675815494.0308022,640,638,3136,98444.92888903618
1675815559.5635216,641,639,3137,98510.44562745094
1675815607.977017,642,640,3138,98558.84361028671
1675815652.7142837,643,641,3139,98603.56577539444
1675815713.532965,644,642,3143,98664.36821436882
1675815767.8380666,645,643,3144,98718.66059851646
1675815810.7824821,646,644,3156,98761.58230662346
1675815863.715436,647,645,3157,98814.505849123
1675815908.272428,648,646,3164,98859.04113149643
1675815973.646146,649,647,3165,98924.39980578423
1675816011.0589726,650,648,3177,98961.7874147892
1675816051.7362268,651,649,3178,99002.45108413696
1675816087.5043354,652,650,3185,99038.2040143013
1675816182.9576476,653,651,3186,99133.64339447021
1675816209.7534168,654,652,3198,99160.41438317299
1675816253.3744817,655,653,3199,99204.02229833603
1675816291.7065752,656,654,3206,99242.3344900608
1675816371.1948504,657,655,3207,99321.814442873
1675816420.66075,658,656,3219,99371.25641584396
1675816458.6924112,659,657,3220,99409.27693748474
1675816479.2848597,660,658,3228,99429.84829974174
1675816546.390901,661,659,3229,99496.94316649437
1675816567.567677,662,660,3239,99518.09737205505
1675816664.3388906,663,661,3240,99614.85843110085
1675816708.9934843,664,662,3245,99659.49368715286
1675816758.8330357,665,663,3246,99709.32062363625
1675816798.1657035,666,664,3256,99748.62841391563
1675816833.7995403,667,665,3257,99784.24830150604
1675816900.8359659,668,666,3262,99851.27093625069
1675816945.6759667,669,667,3263,99896.09656834602
1675816976.773455,670,668,3273,99927.17120909691
1675817014.9706419,671,669,3274,99965.35439181328
1675817073.1491792,672,670,3276,100023.52162361145
1675817138.5643523,673,671,3277,100088.92083525658
1675817178.942861,674,672,3280,100129.28213191032
1675817201.0441613,675,673,3281,100151.36765193939
1675818127.621317,676,674,3283,101077.93336725235
1675818314.442981,677,675,3289,101264.71488499641
1675818554.4729111,678,676,3290,101504.72984409332
1675820152.695895,679,677,3304,103102.90610361099
1675820218.14628,680,678,3310,103168.31276416779
1675820278.8961375,681,679,3311,103229.04908204079
1675821031.358294,682,680,3321,103981.48020768166
1675821116.43398,683,681,3322,104066.53602099419
1675821231.657767,684,682,3325,104181.73273205757
1675821330.301813,685,683,3326,104280.35675001144
1675821384.4991097,686,684,3336,104334.51979660988
1675821487.8438632,687,685,3337,104437.8425488472
1675821567.4021838,688,686,3346,104517.37607932091
1675821592.0221004,689,687,3347,104541.97797656059
1675821633.2287326,690,688,3351,104583.17103004456
1675821656.8210433,691,689,3352,104606.74751019478
1675821731.2495806,692,690,3357,104681.15658664703
1675821779.4798415,693,691,3358,104729.37125587463
1675821840.2459822,694,692,3368,104790.1142847538
1675821871.0368237,695,693,3369,104820.88942861557
1675821904.3911686,696,694,3371,104854.20879364014
1675821949.2073603,697,695,3372,104899.0145790577
1675822011.553683,698,696,3373,104961.34673285484
1675822057.2475276,699,697,3374,105007.02633976936
1675822125.7735398,700,698,3375,105075.53826522827
1675822726.7242079,701,699,3376,105676.47509074211
1675822798.6115558,702,700,3377,105748.34626698494
1675823109.9723995,703,701,3378,106059.69206929207
1675823435.4371362,704,702,3386,106385.12813997269
1675823545.0617042,705,703,3390,106494.7271566391
1675823571.1073728,706,704,3391,106520.75707387924
1675823637.9774058,707,705,3403,106587.6092607975
1675823689.4046202,708,706,3404,106639.02230453491
1675824091.0136228,709,707,3411,107040.61082530022
1675824360.2725275,710,708,3412,107309.85385727882
1675824525.0174267,711,709,3424,107474.56074953079
1675824573.2484686,712,710,3425,107522.77780127525
1675824612.2649274,713,711,3433,107561.76460456848
1675825098.3597517,714,712,3434,108047.84442257881
1675825287.2174542,715,713,3444,108236.6659476757
1675825356.9101524,716,714,3445,108306.3444018364
1675825399.6425297,717,715,3450,108349.05790185928
1675825443.0778155,718,716,3451,108392.47477769852
1675826195.4088228,719,717,3461,109144.76775979996
1675826243.3247726,720,718,3462,109192.66882610321
1675826318.562389,721,719,3467,109267.88712263107
1675826432.315667,722,720,3468,109381.6227350235
