timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_main_checks,verifier_main_time
1675628918.0488632,1,0,0,0,0,0,0
1675628918.2985735,2,1,0,1,0.0065610408782958984,7,0.14176321029663086
1675628925.835746,3,2,0,2,0.03303694725036621,20,7.532994747161865
1675628937.756865,4,3,0,3,0.0448305606842041,39,19.254064798355103
1675628948.5810583,5,4,0,4,0.10241150856018066,52,29.82664942741394
1675628949.1127012,6,5,0,5,0.20663118362426758,59,30.066450834274292
1675628949.379742,7,6,0,6,0.23064899444580078,63,30.134212017059326
1675628949.7616906,8,7,0,7,0.2737617492675781,67,30.264902591705322
1675628951.6163998,9,8,0,8,0.46360135078430176,80,31.71180009841919
1675628952.7278183,10,9,0,9,0.884101152420044,87,32.15071249008179
1675628955.2682319,11,10,0,10,3.076122760772705,91,32.23794674873352
1675628956.7099192,12,11,0,11,3.196857213973999,100,33.272013425827026
1675628959.1328247,13,12,0,12,3.4156692028045654,107,35.178107261657715
1675628961.1693726,14,13,0,13,3.913626194000244,114,36.406211614608765
1675628963.6130617,15,14,0,14,4.375274181365967,133,38.03203201293945
1675628971.2595098,16,15,0,15,4.614908456802368,146,45.052984952926636
1675628978.7190113,17,16,0,16,4.755939722061157,159,51.96489882469177
1675628986.2678883,18,17,0,17,4.966696739196777,178,58.835227489471436
1675628988.7346923,19,18,0,18,6.5713725090026855,191,59.26747703552246
1675628992.1373959,20,19,0,19,7.603701114654541,202,61.18373370170593
1675628994.1687298,21,20,0,20,8.644697189331055,209,61.69780087471008
1675629015.402725,22,21,0,21,9.436383724212646,222,81.6435489654541
1675629035.2053385,23,22,0,22,9.936309337615967,240,100.41453099250793
1675629041.1754954,24,23,0,23,10.391939401626587,253,105.39537954330444
1675629047.2014983,25,24,0,24,10.761597871780396,266,110.51576352119446
1675629049.7284358,26,24,1,25,11.3777596950531,268,111.96526718139648
1675629053.8560245,27,25,1,26,14.155678272247314,279,112.76824140548706
1675629060.3418882,28,26,1,27,15.309606075286865,292,117.52693605422974
1675629069.5259662,29,27,1,28,15.662399530410767,305,125.73894309997559
1675629077.8577137,30,28,1,29,16.04801869392395,318,133.04150485992432
1675629081.9345207,31,29,1,30,18.194977283477783,331,134.3376247882843
1675629086.3529913,32,29,2,31,19.69156765937805,333,136.69642734527588
1675629091.9343672,33,30,2,32,21.535764932632446,351,139.76202940940857
1675629097.6569526,34,31,2,33,22.6654634475708,364,143.6546757221222
1675629103.1339865,35,32,2,34,24.882497787475586,377,146.208811044693
1675629114.2961519,36,33,2,35,25.793985843658447,396,155.71643948554993
1675629134.282995,37,34,2,36,32.236711263656616,409,168.49895906448364
1675629151.5978453,38,35,2,37,33.17170786857605,428,184.11605882644653
1675629161.0795186,39,36,2,38,36.529134035110474,441,189.43988251686096
1675629169.0817063,40,36,3,39,37.90695285797119,443,195.36990809440613
1675629174.6754878,41,37,3,40,40.299240827560425,461,197.77967286109924
1675629189.8812757,42,38,3,41,43.48751139640808,480,208.9420931339264
1675629197.7704146,43,38,4,42,48.45275950431824,482,211.13079261779785
1675629202.9432483,44,39,4,43,52.362823724746704,491,211.5729959011078
1675629210.69004,45,40,4,44,54.79756307601929,504,216.04271268844604
1675629218.7649944,46,41,4,45,57.807345151901245,517,220.24902534484863
1675629239.5750082,47,42,4,46,59.6423134803772,536,238.31822299957275
1675629251.9088492,48,43,4,47,62.70516061782837,555,246.65551376342773
1675629262.360869,49,44,4,48,69.53782558441162,574,249.29043006896973
1675629270.0869963,50,45,4,49,71.24381160736084,587,254.3214144706726
1675629287.2090538,51,46,4,50,85.16108322143555,606,256.3993589878082
1675629292.264717,52,47,4,51,87.13049387931824,619,258.36647152900696
1675629297.7592502,53,48,4,52,89.70777893066406,632,260.2899661064148
1675629311.2790766,54,49,4,53,95.3563220500946,645,267.1256070137024
1675629349.1920354,55,50,4,54,101.11329221725464,664,298.18142771720886
1675629364.6141362,56,51,4,55,107.82895565032959,677,305.7862322330475
1675629369.3059208,57,52,4,56,110.59297251701355,690,306.6241171360016
1675629383.895163,58,53,4,57,118.97632932662964,703,311.7270803451538
1675629392.2532377,59,54,4,58,121.36035656929016,722,316.5369701385498
1675629417.1006417,60,55,4,59,123.97854948043823,741,337.58487582206726
1675629450.8170254,61,56,4,60,150.39807891845703,760,343.6313178539276
1675629467.0819623,62,57,4,61,159.68347907066345,779,349.3965871334076
1675629483.4572363,63,58,4,62,171.39083671569824,792,352.870787858963
1675629503.1664286,64,59,4,63,175.481595993042,811,367.2445492744446
1675629524.269024,65,60,4,64,181.45475339889526,830,381.09491300582886
1675629534.8969138,66,61,4,65,185.99914383888245,849,385.8841128349304
1675629545.4980693,67,61,5,66,191.4122278690338,851,389.86679911613464
1675629562.528904,68,62,5,67,194.85955476760864,870,402.12154388427734
1675629585.4947503,69,63,5,68,208.99335718154907,889,409.55394887924194
1675629600.4731543,70,64,5,69,214.72319221496582,902,417.26899576187134
1675629612.3784158,71,65,5,70,220.1304430961609,921,422.39505410194397
1675629627.9440913,72,66,5,71,227.40508151054382,940,429.299840927124
1675629642.8797011,73,67,5,72,238.34274673461914,953,431.8808259963989
1675629659.09919,74,67,6,73,249.24178266525269,955,435.86324882507324
1675629677.5001922,75,68,6,74,259.3719639778137,974,442.6863057613373
1675629692.0630527,76,69,6,75,268.5825276374817,987,446.4977514743805
1675629706.8128998,77,70,6,76,278.3354127407074,1000,449.95002698898315
1675629721.4656882,78,70,7,77,290.38507604599,1002,451.1814286708832
1675629742.1306362,79,71,7,78,299.75623202323914,1021,460.97220253944397
