timestamp,iterations,solutions,solver_checks,solver_time
1675556145.2852952,1,0,0,0
1675556149.1946204,2,0,1,3.905794382095337
1675556168.9962394,3,1,2,23.695891857147217
1675556199.0646431,4,2,3,53.75774121284485
1675557059.7559514,5,3,5,914.3120424747467
1675557066.2659512,6,4,6,920.813250541687
1675557424.8876069,7,5,11,1279.3458340168
1675557897.8061824,8,6,15,1752.1906957626343
1675558913.4122312,9,7,18,2767.6898653507233
