timestamp,iterations,solutions,solver_checks,solver_time
1675555589.9323094,1,0,0,0
1675555594.1669102,2,0,1,4.231229066848755
1675556409.7336104,3,1,2,819.7852082252502
1675578659.912882,4,2,3,23069.95437693596
1675578862.714727,5,3,5,23272.739152431488
1675580948.2737443,6,4,9,25358.143273115158
1675582429.5271604,7,5,10,26839.38808608055
1675585650.323964,8,6,15,30060.03502511978
1675585716.432629,9,7,16,30126.139091014862
1675588477.1755073,10,8,20,32886.82153010368
