timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_ideal_checks,verifier_ideal_time,verifier_adv_checks,verifier_adv_time
1675538847.5096316,1,0,0,0,0,0,0,0,0
1675538853.2004611,2,1,0,1,0.007100820541381836,3,5.450825452804565,0,0
1675538872.0938883,3,2,0,2,1.2928416728973389,6,22.691076278686523,0,0
1675538907.2603045,4,3,0,3,24.528528928756714,16,34.104570150375366,0,0
1675538954.7659843,5,4,0,4,44.6547577381134,26,60.792240142822266,0,0
1675539003.5643814,6,5,0,5,80.12451601028442,29,73.1266257762909,0,0
1675539044.5409796,7,6,0,6,108.89460611343384,37,84.25454592704773,0,0
1675539088.7740097,8,7,0,7,142.5858256816864,40,93.8623116016388,0,0
1675539216.664017,9,8,0,8,241.69523668289185,49,121.4222686290741,0,0
1675539326.6165478,10,9,0,9,319.8992898464203,52,151.37533807754517,0,0
1675539431.1227758,11,10,0,10,406.1124403476715,55,167.59074521064758,0,0
1675539631.9116547,12,11,0,11,601.2150957584381,64,171.05962085723877,0,0
1675539924.142946,13,12,0,12,872.8614070415497,67,190.07739806175232,0,0
1675540242.3277957,14,13,0,13,1169.1825876235962,70,210.3415424823761,0,0
1675540380.9292283,15,14,0,14,1297.2238442897797,73,219.22380900382996,0,0
1675540652.9378564,16,15,0,15,1548.59876537323,76,238.01975560188293,0,0
1675540772.6156623,17,16,0,16,1650.1046197414398,85,254.15135622024536,0,0
1675540949.1626735,18,17,0,17,1818.4481904506683,94,260.3491907119751,0,0
1675541241.5138357,19,18,0,18,2040.5019285678864,95,284.03668332099915,4,44.30775022506714
1675541296.318152,20,19,0,19,2063.6530730724335,98,313.23895168304443,4,44.30775022506714
1675541873.690876,21,20,0,20,2333.7172136306763,99,335.3945508003235,8,325.97929215431213
1675541955.1305387,22,21,0,21,2392.9529614448547,108,355.1032712459564,8,325.97929215431213
1675542506.5971,23,22,0,22,2931.3988404273987,111,365.5418186187744,8,325.97929215431213
1675543047.9879065,24,23,0,23,3431.645388364792,112,379.49838852882385,15,350.29735350608826
1675543387.4554067,25,24,0,24,3681.8368833065033,113,393.5995523929596,25,422.3766202926636
1675543512.8749897,26,25,0,25,3788.640677690506,116,409.2774806022644,25,422.3766202926636
1675543699.9118128,27,25,1,26,3931.749216079712,117,417.7694101333618,27,454.78596448898315
1675543773.698091,28,26,1,27,3985.2573623657227,120,435.0133407115936,27,454.78596448898315
1675544165.6599576,29,27,1,28,4191.922913074493,121,446.6114025115967,40,625.128203868866
1675544274.7991848,30,28,1,29,4244.527980089188,122,458.7612636089325,53,666.0299115180969
1675544409.272651,31,29,1,30,4352.2025854587555,125,482.17463755607605,53,666.0299115180969
1675544682.8922539,32,30,1,31,4613.1337349414825,134,491.35411262512207,53,666.0299115180969
1675544840.9949605,33,31,1,32,4757.8076004981995,143,501.0294907093048,53,666.0299115180969
1675545331.714249,34,32,1,33,4965.5427124500275,144,524.4773218631744,66,921.4271302223206
1675545513.2005496,35,33,1,34,5055.359898090363,145,549.0684733390808,85,984.3493559360504
1675545996.791478,36,34,1,35,5173.986350297928,146,558.3557696342468,104,1335.6447019577026
1675546297.1602263,37,35,1,36,5405.3912880420685,147,571.2034583091736,123,1384.8950397968292
1675546422.1117504,38,36,1,37,5512.798036336899,150,584.1559174060822,123,1384.8950397968292
1675546788.2757502,39,37,1,38,5796.87789607048,151,610.6300325393677,136,1435.2037556171417
1675547058.1944344,40,38,1,39,5976.936326503754,152,623.0995519161224,149,1506.7265255451202
1675547255.581699,41,39,1,40,6062.376852273941,153,670.7240567207336,160,1565.730989933014
1675547484.5248432,42,40,1,41,6190.331309556961,154,678.3543496131897,170,1653.4819519519806
1675547763.8348384,43,40,2,42,6380.01143860817,155,690.5362212657928,172,1722.8608486652374
1675547911.7492743,44,40,3,43,6413.880001306534,156,707.2115604877472,174,1814.814677476883
1675548036.5208428,45,40,4,44,6463.517826080322,157,742.7963535785675,176,1848.8207314014435
1675548280.1478245,46,40,5,45,6664.566126823425,158,753.4464912414551,178,1875.2212669849396
1675548412.6037662,47,40,6,46,6755.151337385178,159,761.6826629638672,180,1900.9897649288177
1675548578.7673771,48,41,6,47,6798.440163373947,160,780.9334404468536,193,1997.6601309776306
1675548679.7104406,49,41,7,48,6860.303455114365,161,791.0434572696686,195,2021.0799210071564
1675548911.4976711,50,41,8,49,6920.045468091965,162,849.2879071235657,197,2128.9829230308533
1675549009.729118,51,41,9,50,6968.034648180008,163,861.2073163986206,199,2161.725666999817
1675549927.2663836,52,41,10,51,7007.590758323669,164,920.0024280548096,201,2975.3351883888245
1675550072.2061362,53,42,10,52,7116.655067920685,174,947.3094203472137,201,2975.3351883888245
1675550525.0343719,54,42,11,53,7479.346680402756,175,986.2754113674164,203,3018.2295985221863
1675550757.141686,55,42,12,54,7540.920360326767,176,1015.135162115097,205,3153.8552408218384
1675550880.5381567,56,42,13,55,7601.342681884766,177,1046.8444278240204,207,3179.181235551834
1675551781.1775994,57,42,14,56,7672.136813402176,178,1059.8513991832733,209,3990.035266637802
1675552617.694338,58,42,15,57,7757.602478981018,179,1086.991444826126,211,4708.083652019501
1675552769.9586465,59,42,16,58,7830.04398393631,180,1096.7755227088928,213,4772.056612491608
1675553030.1302037,60,42,17,59,7999.887896776199,181,1112.878497838974,215,4837.430899858475
1675553254.7265544,61,42,18,60,8137.311001300812,182,1126.4613320827484,217,4901.820388555527
1675553502.4059477,62,42,19,61,8196.824131965637,183,1160.0324795246124,219,5050.336148023605
1675553627.1535082,63,42,20,62,8264.824470758438,184,1174.8559679985046,221,5086.181380033493
1675553754.2000902,64,42,21,63,8339.046960353851,185,1183.8509459495544,223,5123.858787059784
1675553914.1839943,65,42,22,64,8437.901072740555,186,1209.6574966907501,225,5150.366154432297
1675554205.1384742,66,42,23,65,8497.820268392563,187,1242.7036230564117,227,5342.371867656708
1675554673.116192,67,42,24,66,8564.884132146835,188,1254.3359851837158,229,5722.6051161289215
1675554840.8416302,68,42,25,67,8657.660271167755,189,1271.9975509643555,231,5773.522362470627
1675555116.2909405,69,42,26,68,8771.726308107376,190,1314.1340584754944,233,5883.549117326736
1675555363.441631,70,42,27,69,8885.965880155563,191,1350.0490884780884,235,5971.315674066544
1675555529.5751836,71,43,27,70,8934.691859960556,192,1364.7763018608093,239,6067.973627090454
1675557704.4147902,72,43,28,71,9067.794612169266,193,1380.4721066951752,241,8087.81033539772
1675559376.5719783,73,43,29,72,9154.994668483734,194,1461.7547829151154,243,9585.254388809204
1675559704.0470815,74,43,30,73,9212.19945693016,195,1491.9821412563324,245,9819.039999961853
1675559985.15757,75,43,31,74,9411.067131280899,196,1504.9632291793823,247,9879.570703029633
1675560974.797024,76,44,31,75,9507.628476142883,197,1532.553454399109,254,10738.823765039444
1675561350.7838454,77,45,31,76,9798.896265268326,198,1545.8382260799408,273,10803.778859615326
1675561481.949684,78,46,31,77,9900.513975381851,207,1569.0972919464111,273,10803.778859615326
1675561826.9207683,79,47,31,78,10147.267137527466,208,1582.8193278312683,277,10881.418813228607
1675562092.0440612,80,47,32,79,10288.918806314468,209,1612.8772897720337,279,10967.893716096878
1675562712.4847553,81,47,33,80,10428.658542394638,210,1653.2754878997803,281,11400.206077098846
1675562857.901965,82,47,34,81,10518.558625221252,211,1664.5294253826141,283,11437.699412345886
1675563158.7441194,83,48,34,82,10733.430265903473,212,1686.3994858264923,287,11494.684297323227
1675563430.044979,84,48,35,83,10900.627609014511,213,1723.1384599208832,289,11555.26346039772
1675563687.5035815,85,48,36,84,11075.740420103073,214,1755.720988035202,291,11596.67116189003
1675564779.669451,86,48,37,85,11213.543265104294,215,1770.056224822998,293,12527.098116397858
1675565096.5342543,87,48,38,86,11429.033138275146,216,1790.4574885368347,295,12601.000110387802
1675565108.6491747,88,48,38,87,11432.17911195755,216,1790.4574885368347,295,12601.000110387802
