timestamp,iterations,solutions,solver_checks,solver_time
1675520145.770669,113,111,410,72802.06763529778
1675520210.0533185,114,112,419,72866.32330870628
1675520250.6728988,115,113,420,72906.92460298538
1675520390.9474154,116,114,421,73047.18043422699
1675520468.6923177,117,115,423,73124.90672278404
1675520655.7335637,118,116,426,73311.92614221573
1675520719.547277,119,117,427,73375.72272109985
1675520809.4575768,120,118,429,73465.6101770401
1675520887.4228766,121,119,433,73543.55677556992
1675520953.3076396,122,120,437,73609.42221164703
1675521003.3536787,123,121,442,73659.448284626
1675521075.746052,124,122,443,73731.82624864578
1675521156.2976243,125,123,445,73812.3605234623
1675521235.5370958,126,124,446,73891.58280611038
1675521316.7196193,127,125,451,73972.74425983429
1675521399.5375264,128,126,452,74055.5443751812
1675521464.638682,129,127,457,74120.62298583984
1675521534.0986419,130,128,458,74190.06570291519
1675521594.4416249,131,129,463,74250.38395500183
1675521906.9390318,132,130,466,74562.85761904716
1675521975.1173356,133,131,467,74631.0179502964
1675522042.9439998,134,132,469,74698.82759809494
1675522103.7025516,135,133,470,74759.56971502304
1675522187.94539,136,134,475,74843.79322004318
1675522286.7704015,137,135,476,74942.60197257996
1675522547.4703777,138,136,481,75203.27915787697
1675522587.9188628,139,137,482,75243.71067810059
1675522640.9080706,140,138,488,75296.68095636368
1675522684.0393524,141,139,489,75339.79546427727
1675522732.7834904,142,140,491,75388.52090525627
1675522834.5632634,143,141,495,75490.28069901466
1675522882.0612352,144,142,499,75537.75215601921
1675523047.6052296,145,143,503,75703.27677822113
1675523308.1134036,146,144,506,75963.76489019394
1675523375.4573295,147,145,507,76031.09213924408
1675523468.0430057,148,146,509,76123.65950870514
1675523554.4891143,149,147,510,76210.0887336731
1675523597.2176816,150,148,515,76252.79744386673
1675523769.401731,151,149,516,76424.96599292755
1675523933.9712956,152,150,521,76589.5097079277
1675524025.7549808,153,151,522,76681.27146792412
1675524099.4805984,154,152,528,76754.97321367264
1675524144.8284874,155,153,529,76800.30395007133
1675524216.0468593,156,154,531,76871.50456881523
1675524273.4743848,157,155,535,76928.91337776184
1675524334.6304967,158,156,539,76990.0490269661
1675524398.776341,159,157,543,77054.17270827293
1675524620.4750984,160,158,546,77275.84791493416
1675524678.3690002,161,159,547,77333.71787595749
1675524825.353416,162,160,549,77480.68440127373
1675524888.6522603,163,161,553,77543.95781159401
1675524960.9269302,164,162,557,77616.21182656288
1675525034.2968273,165,163,562,77689.55863189697
1675525134.3267107,166,164,563,77789.57066655159
1675525188.5151532,167,165,565,77843.74043512344
1675525223.130586,168,166,566,77878.33857989311
1675525271.032849,169,167,571,77926.22714424133
1675525308.179432,170,168,572,77963.35950136185
1675525346.8040657,171,169,577,78001.96278119087
1675525392.29733,172,170,578,78047.4415473938
1675525452.6391811,173,171,583,78107.75592827797
1675525507.9043238,174,172,584,78163.0021135807
1675525634.2461905,175,173,587,78289.32498431206
1675525705.567625,176,174,588,78360.62892079353
1675525777.0213058,177,175,589,78432.06514954567
1675525865.9274282,178,176,591,78520.9534277916
1675526005.663619,179,177,592,78660.67280101776
1675526065.7278686,180,178,606,78720.71052193642
1675526239.6428974,181,179,607,78894.6087281704
1675526398.8220952,182,180,621,79053.76203751564
1675526466.419715,183,181,622,79121.34317421913
1675526540.1222198,184,182,636,79195.01720571518
1675526664.7662203,185,183,637,79319.64367485046
1675527058.3585231,186,184,652,79713.20682740211
1675527134.3334537,187,185,653,79789.16487312317
1675527188.3630867,188,186,654,79843.17667603493
1675527211.5012596,189,187,656,79866.29965567589
1675527645.4921806,190,188,660,80300.26804494858
1675527709.5607045,191,189,666,80364.31295323372
1675527792.882347,192,190,667,80447.61769270897
1675528030.3674624,193,191,672,80685.08277344704
1675528293.068799,194,192,676,80947.76322674751
1675528341.740866,195,193,682,80996.41102385521
1675528402.1071475,196,194,683,81056.76157522202
1675528470.3935745,197,195,688,81125.0276055336
1675528888.8436368,198,196,692,81543.45148897171
1675528935.4561343,199,197,698,81590.04313278198
1675529010.1796966,200,198,699,81664.7538998127
1675529375.9171097,201,199,704,82030.4633359909
1675529595.0859585,202,200,708,82249.61119413376
1675529674.9252453,203,201,714,82329.42341709137
1675529710.1468434,204,202,715,82364.62823987007
1675530589.5214293,205,203,721,83243.97970151901
1675530620.9935994,206,204,722,83275.4336104393
1675530682.4502647,207,205,723,83336.87561249733
1675533851.5802639,208,206,747,86505.8168592453
1675533908.7594085,209,207,748,86562.97999167442
1675534068.7522838,210,208,750,86722.955971241
1675534332.77109,211,209,751,86986.95876717567
1675534449.9662762,212,210,754,87104.13770914078
1675534508.436979,213,211,755,87162.59489274025
1675534563.6951122,214,212,756,87217.83690285683
1675535417.4319453,215,213,779,88071.5243897438
1675535482.5520706,216,214,780,88136.62844824791
1675535564.0121706,217,215,781,88218.0718472004
1675535642.5004673,218,216,783,88296.54406070709
1675535776.6386123,219,217,787,88430.66442131996
1675535883.6567004,220,218,788,88537.66319298744
1675535985.6905608,221,219,795,88639.67092466354
1675536050.064606,222,220,799,88704.02649998665
1675536128.1772513,223,221,803,88782.12021589279
1675536277.3247364,224,222,804,88931.25166296959
1675536417.8618743,225,223,811,89071.76819586754
1675536511.6667244,226,224,815,89165.553347826
1675536582.1089265,227,225,819,89235.9773004055
1675536694.0425375,228,226,820,89347.89493513107
1675536779.3190002,229,227,827,89433.15035152435
1675536820.8022416,230,228,831,89474.60447335243
1675537162.9316642,231,229,835,89816.7150592804
1675537231.4749246,232,230,836,89885.24272918701
1675537268.1590114,233,231,843,89921.90586400032
1675537329.4142663,234,232,848,89983.138453722
1675537389.1355927,235,233,849,90042.84038472176
1675537512.000371,236,234,850,90165.68947434425
1675537592.5324292,237,235,852,90246.20511460304
