timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_ideal_checks,verifier_ideal_time,verifier_adv_checks,verifier_adv_time
1675973936.7910438,1,0,0,0,0,0,0,0,0
1675973964.6353772,2,1,0,1,0.008551836013793945,3,27.612611770629883,0,0
1675973979.736916,3,2,0,2,4.608785152435303,12,37.7929368019104,0,0
1675973987.6323361,4,2,0,3,12.306170463562012,12,37.7929368019104,0,0
1675974892.0359886,22,21,0,21,10687.129962444305,137,616.2214515209198,0,0
1675976903.386243,23,22,0,22,12412.12457537651,146,899.9648416042328,0,0
1675980238.495316,24,23,0,23,15712.969689369202,149,931.2983269691467,0,0
1675982217.174237,25,24,0,24,17658.60078215599,152,961.5479295253754,0,0
1675985007.783489,26,25,0,25,20427.0927836895,155,980.7356722354889,0,0
1675988074.3086896,27,26,0,26,23449.62787270546,158,1021.6945748329163,0,0
1675990661.5544927,28,27,0,27,26013.075716733932,166,1042.3500533103943,0,0
1675996102.5923193,29,28,0,28,31433.363761663437,175,1059.7148563861847,0,0
1676007043.3873394,30,29,0,29,42337.3461766243,178,1093.0162744522095,0,0
1676012312.0735803,31,30,0,30,47590.520921230316,181,1104.897784948349,0,0
1676021062.3189032,32,31,0,31,56287.30221891403,184,1154.5007872581482,0,0
1676031091.032518,33,32,0,32,66230.97598862648,193,1235.4194128513336,0,0
1676047997.9574041,34,33,0,33,83054.63875174522,196,1314.4833414554596,0,0
1676056238.2032404,35,34,0,34,91225.05631041527,206,1380.0473637580872,0,0
1676063770.3474188,36,35,0,35,98737.56296157837,209,1394.9611597061157,0,0
1676077738.1019104,37,36,0,36,112687.34538316727,212,1408.2839353084564,0,0
1676081344.4083605,38,37,0,37,116228.36195898056,221,1468.7561049461365,0,0
1676091064.6209161,39,38,0,38,125926.8625216484,230,1485.6799478530884,0,0
1676104374.6583025,40,39,0,39,139173.52969408035,239,1543.9513125419617,0,0
1676116183.9141734,41,40,0,40,150951.30977272987,248,1570.1062099933624,0,0
1676134823.9012744,42,41,0,41,169549.72865581512,251,1606.007905960083,0,0
1676147127.936946,43,42,0,42,181827.38315057755,254,1627.0008656978607,0,0
1676160689.0242007,44,43,0,43,195255.59507489204,257,1754.2121210098267,0,0
1676191177.8142142,45,44,0,44,225689.31829214096,260,1802.9686331748962,0,0
1676208979.3868532,46,45,0,45,243460.46490883827,269,1827.31924700737,0,0
1676226880.5150812,47,46,0,46,261340.60010528564,278,1841.9438486099243,0,0
1676253318.842326,48,47,0,47,287736.0609822273,288,1878.613976240158,0,0
1676271248.7041988,49,48,0,48,305605.06150341034,297,1932.9042437076569,0,0
1676324532.1430564,50,49,0,49,358868.84521102905,307,1945.9700019359589,0,0
1676403686.6928887,51,50,0,50,437974.3696320057,310,1988.4137330055237,0,0
1676455159.5820267,52,51,0,51,489413.017621994,319,2015.803822517395,0,0
1676539169.1845942,53,52,0,52,573265.2021067142,322,2165.7826964855194,0,0
