timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_ideal_checks,verifier_ideal_time,verifier_adv_checks,verifier_adv_time
1675900948.5461316,1,0,0,0,0,0,0,0,0
1675900955.8604088,2,1,0,1,0.007769584655761719,7,7.110381364822388,0,0
1675901112.7798097,3,2,0,2,156.0641942024231,10,7.721379280090332,0,0
1675901604.3391578,4,3,0,3,637.2819349765778,13,17.75930690765381,0,0
1675907347.2414136,5,4,0,4,6358.399758338928,22,39.1259241104126,0,0
1675908527.8860283,6,5,0,5,7528.662823200226,25,49.06234288215637,0,0
1675912877.0035472,7,6,0,6,11865.319971084595,28,60.99938631057739,0,0
1675933322.7587187,8,7,0,7,32296.130450963974,31,75.30687069892883,0,0
1676027383.6104445,9,8,0,8,126345.14090442657,34,86.39024138450623,0,0
1676190502.2412367,10,9,0,9,289426.82913947105,43,122.31291675567627,0,0
1676467625.3403103,11,10,0,10,566538.6744263172,52,132.32970261573792,0,0
