timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_main_checks,verifier_main_time
1675900948.3638656,1,0,0,0,0,0,0
1675901531.9620962,2,1,0,1,0.00742340087890625,13,583.3436558246613
1675901612.8270383,3,2,0,2,0.6212718486785889,24,663.2419002056122
1675901751.9106615,4,3,0,3,1.4248626232147217,37,801.0454123020172
1675901814.5623226,5,4,0,4,10.100497722625732,44,854.4386365413666
1675902725.3467846,6,5,0,5,13.445260763168335,63,1761.1594812870026
1675904077.0866294,7,6,0,6,20.254855394363403,70,3105.3398821353912
1675904309.713766,8,7,0,7,23.388937950134277,84,3333.9508974552155
1675904528.8687315,9,8,0,8,30.477015018463135,90,3545.117037296295
1675904651.576197,10,9,0,9,41.1152138710022,94,3656.155044078827
1675905568.5924308,11,10,0,10,46.4819712638855,113,4566.678718805313
1675905916.977593,12,11,0,11,54.23752570152283,123,4906.103056907654
1675906073.5620465,13,12,0,12,77.96710252761841,136,5037.610792398453
1675906479.4395971,14,13,0,13,84.36899733543396,143,5435.731810331345
1675906699.6406937,15,14,0,14,97.02138948440552,157,5641.742968320847
1675906776.5466967,16,15,0,15,111.64006352424622,167,5702.4583568573
1675906977.3494313,17,16,0,16,125.44400548934937,174,5887.801362752914
1675907229.4247441,18,17,0,17,209.55252528190613,187,6054.02438378334
1675907396.716559,19,18,0,18,265.54512190818787,200,6163.449012994766
1675907607.5218678,20,19,0,19,372.9011662006378,218,6264.931942939758
1675907788.3984642,21,20,0,20,395.26940727233887,231,6421.346069812775
1675908117.992692,22,21,0,21,429.765478849411,244,6714.292768955231
1675909226.712305,23,22,0,22,471.0242569446564,263,7779.475940704346
1675909447.9052804,24,23,0,23,496.14238238334656,276,7972.9676258563995
1675909726.6666725,25,24,0,24,510.6493856906891,286,8234.672385692596
1675909969.718238,26,25,0,25,575.2858741283417,300,8410.553822994232
1675910557.612205,27,26,0,26,626.7297604084015,313,8944.34838438034
1675913072.7970753,28,27,0,27,900.1316065788269,326,11183.41196346283
1675913956.274641,29,28,0,28,909.153745174408,339,12055.000736951828
1675914197.6055577,30,29,0,29,935.0051443576813,353,12267.521844148636
1675914520.0121148,31,30,0,30,1062.3225424289703,366,12459.630754232407
1675914832.697859,32,31,0,31,1225.166746854782,377,12606.318581342697
1675915968.9836879,33,32,0,32,1378.6886677742004,390,13585.739542007446
1675916621.776479,34,33,0,33,1838.8997602462769,397,13774.957375764847
1675921724.9993718,35,34,0,34,1939.1585955619812,410,18774.363794326782
1675924739.5749617,36,35,0,35,2138.42715549469,429,21586.155653715134
1675925591.2269425,37,36,0,36,2675.112601995468,443,21897.505772829056
1675926027.119034,38,37,0,37,2981.211271047592,457,22023.422926664352
1675926836.8800774,39,38,0,38,3586.9088892936707,471,22223.57140135765
1675928361.1990857,40,39,0,39,3736.594691991806,484,23594.25887298584
1675929427.0446734,41,40,0,40,4226.642821550369,497,24165.816961288452
1675929998.5781136,42,41,0,41,4537.006194829941,504,24422.814958572388
1675930968.9387033,43,42,0,42,4962.229761600494,517,24963.72531056404
1675931701.97707,44,43,0,43,5251.395030260086,524,25403.272582769394
1675932276.4253602,45,44,0,44,5440.422774076462,537,25784.218254566193
1675933322.65421,46,45,0,45,6010.104219675064,550,26256.24902868271
1675935559.0206976,47,46,0,46,6791.082110404968,563,27707.017780065536
1675940983.0355499,48,47,0,47,7149.031844854355,576,32768.340495824814
1675943870.6998098,49,48,0,48,7272.694649219513,589,35527.607261657715
1675944764.765935,50,49,0,49,8021.209869861603,603,35668.005783081055
1675946817.5662193,51,50,0,50,9971.440970897675,616,35765.39193224907
1675948014.144862,52,51,0,51,10819.024505615234,626,36109.182433605194
1675949547.008274,53,52,0,52,11800.921005249023,639,36654.75869631767
1675950398.8367002,54,53,0,53,12108.14095711708,652,37194.06056499481
1675952225.0894697,55,54,0,54,13306.176985740662,661,37816.76371335983
1675955739.7285323,56,55,0,55,13998.764154672623,674,40633.25994539261
1675956944.4512472,57,56,0,56,15115.566255807877,684,40715.45962238312
1675958684.9579592,58,57,0,57,15661.018666028976,691,41904.68868780136
1675959709.2365394,59,58,0,58,15949.897875547409,704,42634.27075219154
1675961740.6106153,60,59,0,59,16847.86339712143,717,43761.67087841034
1675963878.7990358,61,60,0,60,17120.468606472015,730,45621.07707929611
1675967223.4435387,62,61,0,61,17316.66348218918,749,48762.85011577606
1675968706.7712958,63,62,0,62,17835.243349313736,756,49721.251178741455
1675970135.0387945,64,63,0,63,18427.27035355568,766,50550.626259326935
1675972679.3207288,65,64,0,64,20557.13976264,777,50958.37691164017
1675974054.9340277,66,65,0,65,21168.878606557846,790,51715.34895658493
1675986730.1478345,67,66,0,66,31504.4298555851,803,54047.45534133911
1675992666.9907513,68,67,0,67,36722.07785511017,816,54759.21532225609
1675995503.004397,69,68,0,68,38592.42868971825,835,55717.0317428112
1675997152.2594736,70,69,0,69,39674.91243362427,848,56276.08532977104
1676002247.174056,71,70,0,70,44174.01812958717,861,56863.82271409035
1676003454.3022523,72,71,0,71,44809.863679885864,868,57426.6908595562
1676007840.9476035,73,72,0,72,47176.74623155594,881,59438.01615405083
1676012388.2963953,74,73,0,73,51215.42945957184,895,59937.94140672684
1676018936.593751,75,74,0,74,57648.43773174286,906,60044.40116238594
1676030041.415377,76,75,0,75,63747.52989053726,919,65041.42773246765
1676035400.712806,77,76,0,76,67362.22521209717,932,66776.90416812897
1676040612.3427556,78,77,0,77,71998.7625348568,945,67342.75115251541
1676042961.6447704,79,78,0,78,73501.64138436317,958,68180.13754987717
1676044562.4111252,80,79,0,79,74787.1329357624,965,68486.26959133148
1676049631.171248,81,80,0,80,77732.00412940979,984,70600.71128988266
1676055228.5982177,82,81,0,81,81810.67046952248,997,72110.24083590508
1676069755.3710444,83,82,0,82,93685.686647892,1010,74752.0729534626
1676086293.3294055,84,83,0,83,110126.08607840538,1014,74839.76112627983
1676090640.3353705,85,84,0,84,113212.70404648781,1027,76089.99070286751
1676096406.6256387,86,85,0,85,117107.6409831047,1046,77951.01782774925
1676103013.9905732,87,86,0,86,120729.4851193428,1059,80925.86004853249
1676116849.5829368,88,87,0,87,134013.95492959023,1072,81466.26807522774
