timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_ideal_checks,verifier_ideal_time,verifier_adv_checks,verifier_adv_time
1675900948.686644,1,0,0,0,0,0,0,0,0
1675900970.238781,2,1,0,1,0.007772922515869141,3,21.337082386016846,0,0
1675901013.3019252,3,2,0,2,2.5673067569732666,6,61.54300880432129,0,0
1675901041.5058866,4,3,0,3,15.623015880584717,15,76.20867109298706,0,0
1675901059.816407,5,4,0,4,24.426908016204834,18,85.18064546585083,0,0
1675901114.688719,6,5,0,5,49.6536009311676,27,114.21608352661133,0,0
1675901165.8114474,7,6,0,6,88.50965404510498,30,125.80846977233887,0,0
1675901237.3377073,8,7,0,7,135.0070230960846,40,149.96079015731812,0,0
1675901347.1573088,9,8,0,8,231.53353071212769,49,162.31458640098572,0,0
1675901606.2451797,10,9,0,9,442.56639409065247,52,209.36963868141174,0,0
1675901720.551457,11,10,0,10,534.7709741592407,55,230.40611243247986,0,0
1675901961.672296,12,11,0,11,740.8000967502594,65,264.2516474723816,0,0
1675902145.1544795,13,12,0,12,915.3261368274689,68,271.94642424583435,0,0
1675902500.6494505,14,13,0,13,1265.1349458694458,71,276.2374687194824,0,0
1675902598.2151499,15,14,0,14,1353.7131462097168,74,283.7483448982239,0,0
1675903081.6872501,16,15,0,15,1815.7615070343018,77,303.59332036972046,0,0
1675903871.3991961,17,16,0,16,2514.3384730815887,80,393.03867650032043,0,0
1675904433.6714852,18,17,0,17,3059.7600564956665,83,408.0954542160034,0,0
1675905075.3175764,19,18,0,18,3673.3946554660797,86,434.2578675746918,0,0
1675905764.5954587,20,19,0,19,4288.523980855942,89,506.43666100502014,0,0
1675906758.179293,21,20,0,20,5274.740792989731,92,511.72548246383667,0,0
1675907712.4858623,22,21,0,21,6209.617557287216,101,528.956906080246,0,0
1675908933.304818,23,22,0,22,7413.554483652115,104,543.5430252552032,0,0
1675911014.7636611,24,23,0,23,9476.953542470932,113,559.2056102752686,0,0
1675911955.9899602,25,24,0,24,10394.32791018486,122,580.6057527065277,0,0
1675913952.6191702,26,25,0,25,12374.77352142334,125,594.2213516235352,0,0
1675915548.0249085,27,26,0,26,13905.667541503906,134,655.9541349411011,0,0
1675918146.8350313,28,27,0,27,16447.957684755325,137,709.656613111496,0,0
1675921636.872163,29,28,0,28,19904.844087839127,142,739.7703289985657,0,0
1675923928.7159069,30,29,0,29,22178.53823542595,145,754.886266708374,0,0
1675925909.8759234,31,30,0,30,24134.860045671463,155,776.615583896637,0,0
1675927232.5723753,32,31,0,31,25234.59498810768,164,996.2783401012421,0,0
1675930546.5431182,33,32,0,32,28537.359214305878,173,1004.0878837108612,0,0
1675935027.1397774,34,33,0,33,33000.127158641815,180,1018.426807641983,0,0
1675939724.6603544,35,34,0,34,37529.75227713585,183,1182.686511039734,0,0
1675944897.1946447,36,35,0,35,42646.10788869858,192,1235.1342468261719,0,0
1675955355.8927603,37,36,0,36,53087.21445941925,195,1248.9665052890778,0,0
1675963519.0804873,38,37,0,37,61187.74688029289,198,1307.7169654369354,0,0
1675971712.5260684,39,38,0,38,69337.71937799454,201,1347.4027512073517,0,0
1675984775.2137625,40,39,0,39,82381.01728248596,210,1362.647501707077,0,0
1675992620.4138749,41,40,0,40,90160.49943566322,219,1423.7789015769958,0,0
1676003256.2492929,42,41,0,41,100658.9980893135,222,1556.3144981861115,0,0
1676018448.2932532,43,42,0,42,115787.78605270386,232,1614.3684985637665,0,0
1676036658.3940659,44,43,0,43,133920.99181842804,235,1685.8572719097137,0,0
1676053943.888988,45,44,0,44,151177.34910154343,244,1709.016450881958,0,0
1676073791.7115738,46,45,0,45,170977.0379781723,253,1751.1919214725494,0,0
1676094912.6009054,47,46,0,46,191998.4574689865,256,1844.5473980903625,0,0
1676106723.3366423,48,47,0,47,203753.4652340412,259,1894.28240609169,0,0
1676146799.1892064,49,48,0,48,243798.25819969177,262,1919.1998627185822,0,0
1676188931.5777159,50,49,0,49,285890.95260477066,271,1952.4660341739655,0,0
1676203256.2788386,51,50,0,50,300174.0691411495,274,1987.3747730255127,0,0
1676248823.77533,52,51,0,51,345701.4185721874,277,2020.7377021312714,0,0
1676296550.546656,53,52,0,52,393384.0342822075,280,2058.134697675705,0,0
1676317759.4122903,54,53,0,53,414554.2459728718,289,2089.597177028656,0,0
1676370707.8297913,55,54,0,54,467446.4456779957,299,2138.576635122299,0,0
1676445934.2207525,56,55,0,55,542621.7325415611,307,2182.2709860801697,0,0
