timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_main_checks,verifier_main_time
1675826847.0298018,1,0,0,0,0,0,0
1675826862.5430639,2,1,0,1,0.006445884704589844,13,15.272049188613892
1675826878.7046149,3,2,0,2,0.01322793960571289,17,31.149680852890015
1675826892.8877678,4,3,0,3,0.017478466033935547,21,44.9878191947937
1675826919.011502,5,4,0,4,0.02170705795288086,34,70.67560648918152
1675827108.6760101,6,5,0,5,0.025893211364746094,47,259.8074173927307
1675827117.85678,7,6,0,6,0.0340123176574707,54,268.39754843711853
1675827140.5241685,8,7,0,7,0.040845394134521484,67,290.4163382053375
1675827312.9646425,9,8,0,8,0.04592609405517578,86,462.0552101135254
1675827785.5565584,10,9,0,9,0.06348609924316406,99,933.8334202766418
1675827806.181125,11,10,0,10,0.06865143775939941,106,953.6101281642914
1675827833.5830455,12,11,0,11,0.07807421684265137,119,980.0741550922394
1675827873.9822588,13,12,0,12,0.08483624458312988,132,1019.4389894008636
1675827886.5694351,14,13,0,13,0.09148073196411133,139,1030.9403564929962
1675827954.9042277,15,14,0,14,0.11077022552490234,143,1098.129680633545
1675827987.9635499,16,15,0,15,0.11871552467346191,147,1129.9911108016968
1675828011.1592379,17,16,0,16,0.14030122756958008,151,1151.8960888385773
1675828030.925049,18,17,0,17,0.150862455368042,155,1170.284262895584
1675828074.1612065,19,18,0,18,0.16515851020812988,159,1212.0729432106018
1675828101.612565,20,19,0,19,0.18857765197753906,163,1237.9792311191559
1675828207.1781995,21,20,0,20,0.22295713424682617,176,1341.7335755825043
1675828224.414262,22,21,0,21,0.3189854621887207,180,1357.173627614975
1675828260.8913622,23,22,0,22,0.3274354934692383,193,1391.912406206131
1675828286.23229,24,23,0,23,0.3503599166870117,197,1415.435378074646
1675828327.2311518,25,24,0,24,0.36154937744140625,201,1454.5784373283386
1675828358.9366271,26,25,0,25,0.3764920234680176,214,1484.3030502796173
1675828526.3306615,27,26,0,26,0.387465238571167,227,1649.5709965229034
1675828563.1477954,28,27,0,27,0.4130570888519287,240,1684.2538833618164
1675828587.9391062,29,28,0,28,0.4409334659576416,247,1706.8516306877136
1675828591.0292385,30,29,0,29,0.453624963760376,251,1707.7343499660492
1675828624.1727245,31,30,0,30,0.48691821098327637,255,1738.5853900909424
1675828679.91651,32,31,0,31,0.5048971176147461,262,1791.9584670066833
1675828703.2065039,33,31,1,32,0.5267682075500488,264,1812.9066076278687
1675828729.110382,34,32,1,33,0.5475435256958008,268,1836.387769460678
1675828751.114665,35,33,1,34,0.5699036121368408,272,1855.933521270752
1675828800.0002036,36,34,1,35,0.6081249713897705,285,1902.225908756256
1675828848.3794096,37,35,1,36,0.6375632286071777,296,1947.9072387218475
1675828906.864451,38,35,2,37,0.6689417362213135,298,2003.84907913208
1675829070.785364,39,36,2,38,0.7226195335388184,311,2165.003391981125
1675829149.460366,40,37,2,39,0.7612595558166504,321,2240.862967967987
1675829187.3332403,41,38,2,40,0.7852115631103516,334,2275.8987562656403
1675829237.17905,42,39,2,41,0.7993206977844238,347,2322.852814435959
1675829264.8889441,43,40,2,42,0.8175015449523926,351,2347.6184356212616
1675829292.3637586,44,41,2,43,0.832564115524292,355,2372.1077733039856
1675829514.0431278,45,42,2,44,0.858757734298706,368,2590.6256988048553
1675829554.553074,46,43,2,45,0.9011409282684326,382,2627.8371229171753
1675829578.5002255,47,44,2,46,0.9444000720977783,386,2648.5456116199493
1675829619.8043973,48,45,2,47,0.9694867134094238,393,2686.494679927826
1675829648.222409,49,46,2,48,0.9979476928710938,397,2711.5079686641693
1675829651.4277704,50,46,2,49,1.0221915245056152,397,2711.5079686641693
