timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_main_checks,verifier_main_time
1675826846.9614935,1,0,0,0,0,0,0
1675826872.78771,2,1,0,1,0.006827116012573242,1,25.65623927116394
1675826982.9576206,3,2,0,2,0.17046594619750977,2,135.4234983921051
1675827009.1921062,4,3,0,3,0.35867786407470703,3,161.14170145988464
1675827049.618692,5,4,0,4,1.158442735671997,4,200.34551644325256
1675827120.4152186,6,5,0,5,2.153282403945923,5,269.6402003765106
1675827160.3075323,7,6,0,6,2.4197041988372803,6,308.664733171463
1675827239.9203203,8,7,0,7,3.494338274002075,7,386.54085063934326
1675827594.310199,9,8,0,8,5.621337175369263,8,738.0297467708588
1675827620.56101,10,9,0,9,6.165252923965454,9,762.8752315044403
1675827756.8871677,11,10,0,10,12.035567045211792,10,892.375913143158
1675827971.1250768,12,11,0,11,13.60169267654419,11,1104.0084631443024
1675828028.170117,13,12,0,12,18.701094388961792,12,1154.8433310985565
1675828064.3673804,14,13,0,13,23.69073247909546,13,1184.8460166454315
1675828082.9326468,15,14,0,14,25.04109787940979,14,1200.7414548397064
1675828106.7552655,16,15,0,15,29.430635929107666,15,1218.6865539550781
1675828332.2439299,17,16,0,16,31.684328317642212,16,1440.3663849830627
1675828628.4615529,18,17,0,17,38.85312533378601,17,1727.8820533752441
1675828791.1098754,19,17,1,18,41.25766181945801,18,1886.5703275203705
1675828809.1262462,20,17,2,19,42.387569427490234,19,1901.9054260253906
1675829044.4448826,21,18,2,20,42.803990840911865,20,2135.2021193504333
1675829061.6667418,22,19,2,21,45.974355936050415,21,2147.5387213230133
1675829089.309139,23,20,2,22,50.93908452987671,22,2168.427570104599
1675829103.3553565,24,21,2,23,63.09209132194519,23,2168.4642839431763
1675829191.7172558,25,22,2,24,72.18228077888489,24,2245.8269238471985
1675829771.6796482,26,23,2,25,80.44787335395813,25,2815.481642484665
1675829821.6099799,27,24,2,26,88.95343232154846,26,2854.7885608673096
1675829825.3158028,28,24,2,27,90.71244382858276,26,2854.7885608673096
