timestamp,iterations,solutions,solver_checks,solver_time
1675455432.4691274,1,0,0,0
1675458827.7792609,2,0,1,3395.3060767650604
1675476703.5485215,3,1,4,21270.906996011734
1675521702.721655,4,2,13,66269.30897927284
